1,'Joe Biden',1
2,'Donald Trump',1
3,'Democratic Governors Association (DGA)',1
4,'Nancy Pelosi',1
5,'Alexandria Ocasio-Cortez',1
6,'Lindsey Graham',1
7,'Mitch McConnell',1
8,'Democratic Party',1
9,'GOP',1
10,'Republican Governors Association (RGA)',1
